type,involved_person,datetime,operation,operation_name,location,latitude,longitude,street_id,street_name,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,removal_of_more_than_outer_clothing
Person search,True,2022-01-29T19:45:00+00:00,False,,"52.056560, 1.144510",52.056560,1.144510,1135683,On or near Alderman Road,Male,over 34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-29T20:00:00+00:00,False,,,,,,,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T20:10:00+00:00,False,,"52.042076, 1.182143",52.042076,1.182143,1134906,On or near Powling Road,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T21:15:00+00:00,False,,"52.054848, 1.140581",52.054848,1.140581,1135701,On or near Bus/Coach Station,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T22:30:00+00:00,False,,"52.059883, 1.155467",52.059883,1.155467,1136699,On or near Neale Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T22:30:00+00:00,False,,"52.059883, 1.155467",52.059883,1.155467,1136699,On or near Neale Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-29T22:30:00+00:00,False,,"52.059883, 1.155467",52.059883,1.155467,1136699,On or near Neale Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-29T22:37:00+00:00,False,,"52.061502, 1.150081",52.061502,1.150081,1136664,On or near Dykes Street,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T23:30:00+00:00,False,,"52.056035, 1.153387",52.056035,1.153387,1135745,On or near Falcon Street,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False
Person search,True,2022-01-29T23:50:00+00:00,False,,"52.244773, 0.710780",52.244773,0.710780,1140550,On or near Nightclub,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-30T01:40:00+00:00,False,,"52.055367, 1.152494",52.055367,1.152494,1135721,On or near St Nicholas Street,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-30T02:15:00+00:00,False,,"52.057814, 1.152112",52.057814,1.152112,1135689,On or near Nightclub,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False
Person search,True,2022-01-30T02:15:00+00:00,False,,"52.057814, 1.152112",52.057814,1.152112,1135689,On or near Nightclub,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False
Person search,True,2022-01-30T02:15:00+00:00,False,,"52.057814, 1.152112",52.057814,1.152112,1135689,On or near Nightclub,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False
Person search,True,2022-01-30T03:45:00+00:00,False,,"52.240879, 0.711568",52.240879,0.711568,1140019,On or near A1302,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-30T20:15:00+00:00,False,,,,,,,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,False
Person search,True,2022-01-30T21:30:00+00:00,False,,"52.455678, 1.690409",52.455678,1.690409,1143618,On or near Mast Close,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Psychoactive substances,Community resolution,True,False
