type,involved_person,datetime,operation,operation_name,location,latitude,longitude,street_id,street_name,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,removal_of_more_than_outer_clothing
Person search,True,2022-01-20T13:45:00+00:00,False,,"52.249490, 0.704299",52.249490,0.704299,1140464,On or near Spring Lane,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False
Person search,True,2022-01-20T13:45:00+00:00,False,,"52.249490, 0.704299",52.249490,0.704299,1140464,On or near Spring Lane,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-20T14:45:00+00:00,False,,"52.063569, 1.140041",52.063569,1.140041,1136768,On or near Wellington Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-20T17:05:00+00:00,False,,"52.492889, 1.735953",52.492889,1.735953,1144477,On or near Spashett Road,Male,25-34,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False
Person search,True,2022-01-20T21:03:00+00:00,False,,"52.451693, 1.569809",52.451693,1.569809,1143359,On or near St Anne'S Close,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-20T21:54:00+00:00,False,,"52.060161, 1.102697",52.060161,1.102697,1135539,On or near Gipping Way,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-20T21:54:00+00:00,False,,"52.060161, 1.102697",52.060161,1.102697,1135539,On or near Gipping Way,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-20T22:00:00+00:00,False,,"52.222380, 1.348650",52.222380,1.348650,1139726,On or near Castle Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-20T22:07:00+00:00,False,,"52.465039, 1.739115",52.465039,1.739115,1143879,On or near Anchor Street,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-20T22:15:00+00:00,False,,"52.222380, 1.348650",52.222380,1.348650,1139726,On or near Castle Street,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-20T22:15:00+00:00,False,,"52.222380, 1.348650",52.222380,1.348650,1139726,On or near Castle Street,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-20T22:15:00+00:00,False,,"52.222380, 1.348650",52.222380,1.348650,1139726,On or near Castle Street,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-21T12:30:00+00:00,True,,"52.054683, 1.150811",52.054683,1.150811,1135678,On or near Cardinal Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-21T12:36:00+00:00,False,,"52.080133, 0.443889",52.080133,0.443889,1137031,On or near Meeting Walk,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-21T14:15:00+00:00,False,,"52.253703, 0.713904",52.253703,0.713904,1140451,On or near Parking Area,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False
Person search,True,2022-01-21T14:15:00+00:00,False,,"52.253703, 0.713904",52.253703,0.713904,1140451,On or near Parking Area,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False
Person search,True,2022-01-21T16:07:00+00:00,False,,"52.244082, 0.714239",52.244082,0.714239,1140528,On or near Hatter Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-21T18:15:00+00:00,False,,"52.058901, 1.131936",52.058901,1.131936,1135587,On or near Supermarket,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,False,False
Person search,True,2022-01-21T19:00:00+00:00,False,,"52.487729, 1.751179",52.487729,1.751179,1144386,On or near Sussex Road,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-21T21:19:00+00:00,False,,"52.242956, 1.171086",52.242956,1.171086,1140754,On or near New Road,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-21T21:19:00+00:00,False,,"52.242956, 1.171086",52.242956,1.171086,1140754,On or near New Road,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-21T22:00:00+00:00,False,,"52.055046, 1.162786",52.055046,1.162786,1135866,On or near Grimwade Street,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False
Person search,True,2022-01-21T22:15:00+00:00,False,,"52.061238, 1.139760",52.061238,1.139760,1136773,On or near Stopford Court,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-21T22:15:00+00:00,False,,"52.061238, 1.139760",52.061238,1.139760,1136773,On or near Stopford Court,Male,10-17,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-21T22:15:00+00:00,False,,"52.061238, 1.139760",52.061238,1.139760,1136773,On or near Stopford Court,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-21T23:00:00+00:00,False,,"52.078388, 1.182712",52.078388,1.182712,1137577,On or near Sports/Recreation Area,Male,10-17,Other ethnic group - Not stated,Mixed,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-21T23:27:00+00:00,False,,"52.078388, 1.182712",52.078388,1.182712,1137577,On or near Sports/Recreation Area,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-21T23:55:00+00:00,False,,"52.078388, 1.182712",52.078388,1.182712,1137577,On or near Sports/Recreation Area,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-22T03:30:00+00:00,False,,"52.241831, 0.692773",52.241831,0.692773,1140084,On or near Ashwell Road,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-22T03:30:00+00:00,False,,"52.241003, 0.690437",52.241003,0.690437,1140083,On or near Beaumont Close,Male,10-17,,Other,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,False
Person search,True,2022-01-22T03:30:00+00:00,False,,"52.241003, 0.690437",52.241003,0.690437,1140083,On or near Beaumont Close,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,False
Person search,True,2022-01-22T10:10:00+00:00,False,,,,,,,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True
Person search,True,2022-01-22T10:10:00+00:00,False,,,,,,,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True
Person search,True,2022-01-22T10:15:00+00:00,False,,"52.058268, 1.155995",52.058268,1.155995,1135759,On or near Nightclub,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-22T10:15:00+00:00,False,,"52.255797, 0.691992",52.255797,0.691992,1140407,On or near Anderson Walk,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-22T10:16:00+00:00,False,,"52.255797, 0.691992",52.255797,0.691992,1140407,On or near Anderson Walk,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-22T14:11:00+00:00,False,,"52.056759, 1.153905",52.056759,1.153905,1135765,On or near Shopping Area,Female,10-17,,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False
Person search,True,2022-01-22T14:11:00+00:00,False,,"52.056759, 1.153905",52.056759,1.153905,1135765,On or near Shopping Area,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False
Person search,True,2022-01-22T19:50:00+00:00,False,,"52.187677, 0.997951",52.187677,0.997951,1139120,On or near Milton Road North,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-22T21:34:00+00:00,False,,"52.042103, 1.195432",52.042103,1.195432,1134797,On or near Sports/Recreation Area,Male,,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False
Person search,True,2022-01-22T21:54:00+00:00,False,,"52.042103, 1.195432",52.042103,1.195432,1134797,On or near Sports/Recreation Area,Male,,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False
Person search,True,2022-01-22T22:30:00+00:00,False,,"52.058717, 1.156363",52.058717,1.156363,1135738,On or near Northgate Street,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T01:47:00+00:00,False,,"52.101680, 1.276280",52.101680,1.276280,1138038,On or near Grundisburgh Road,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False
Person search,True,2022-01-23T03:14:00+00:00,False,,"52.244918, 0.711492",52.244918,0.711492,1140533,On or near Woolhall Street,Male,,,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False
Person search,True,2022-01-23T03:27:00+00:00,False,,"52.244773, 0.710780",52.244773,0.710780,1140550,On or near Nightclub,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,False
Person search,True,2022-01-23T16:22:00+00:00,False,,"52.058290, 1.144412",52.058290,1.144412,1135670,On or near Dalton Road,Female,over 34,,Black,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False
Person search,True,2022-01-23T17:07:00+00:00,False,,"52.187781, 0.996715",52.187781,0.996715,1139123,On or near Church Walk,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T17:07:00+00:00,False,,"52.187781, 0.996715",52.187781,0.996715,1139123,On or near Church Walk,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T17:15:00+00:00,False,,"52.187781, 0.996715",52.187781,0.996715,1139123,On or near Church Walk,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T17:55:00+00:00,False,,"52.242538, 0.695672",52.242538,0.695672,1140061,On or near Prior'S Avenue,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T18:00:00+00:00,False,,"52.342392, 0.511816",52.342392,0.511816,1141997,On or near Supermarket,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-23T18:42:00+00:00,False,,"52.342590, 0.510931",52.342590,0.510931,1141990,On or near St Andrew'S Street,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False
Person search,True,2022-01-23T20:20:00+00:00,False,,"52.343264, 0.509692",52.343264,0.509692,1141962,On or near High Street,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False
Person search,True,2022-01-23T21:39:00+00:00,False,,"52.078732, 0.456773",52.078732,0.456773,1136967,On or near Pedestrian Subway,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T21:48:00+00:00,False,,"52.078732, 0.456773",52.078732,0.456773,1136967,On or near Pedestrian Subway,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T21:54:00+00:00,False,,"52.078732, 0.456773",52.078732,0.456773,1136967,On or near Pedestrian Subway,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-23T22:00:00+00:00,False,,"52.342590, 0.510931",52.342590,0.510931,1141990,On or near St Andrew'S Street,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,True,False
Person search,True,2022-01-24T03:15:00+00:00,False,,"52.053986, 1.153315",52.053986,1.153315,1135720,On or near St Peter'S Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-24T03:15:00+00:00,False,,"52.057621, 1.156285",52.057621,1.156285,1135739,On or near Northgate Street,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-24T03:45:00+00:00,False,,"52.057621, 1.156285",52.057621,1.156285,1135739,On or near Northgate Street,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-24T03:45:00+00:00,False,,"52.057621, 1.156285",52.057621,1.156285,1135739,On or near Northgate Street,Male,10-17,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-24T03:45:00+00:00,False,,"52.057621, 1.156285",52.057621,1.156285,1135739,On or near Northgate Street,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False
Person search,True,2022-01-24T03:45:00+00:00,False,,"52.057621, 1.156285",52.057621,1.156285,1135739,On or near Northgate Street,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False
Person search,True,2022-01-24T12:15:00+00:00,False,,"52.057372, 1.139358",52.057372,1.139358,1135583,On or near Firmin Close,Male,18-24,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-24T12:15:00+00:00,False,,"52.057372, 1.139358",52.057372,1.139358,1135583,On or near Firmin Close,Male,25-34,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-24T13:40:00+00:00,False,,"52.469704, 1.745461",52.469704,1.745461,1143911,On or near Cleveland Road,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-24T13:40:00+00:00,False,,"52.469704, 1.745461",52.469704,1.745461,1143911,On or near Cleveland Road,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-24T14:45:00+00:00,False,,"52.049817, 1.165567",52.049817,1.165567,1135937,On or near Wykes Bishop Street,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,False,False
Person search,True,2022-01-24T15:53:00+00:00,False,,"52.248631, 0.402860",52.248631,0.402860,1140171,On or near Munnings Close,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False
Person search,True,2022-01-24T16:18:00+00:00,False,,"52.091894, 0.431758",52.091894,0.431758,1137243,On or near Carlton Close,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-24T20:00:00+00:00,False,,"52.246463, 0.408193",52.246463,0.408193,1140178,On or near Fred Archer Way,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-24T20:04:00+00:00,False,,"52.475444, 1.752254",52.475444,1.752254,1143986,On or near Shopping Area,Female,10-17,,Black,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,True,False
Person search,True,2022-01-24T21:24:00+00:00,False,,"52.060868, 1.142857",52.060868,1.142857,1136672,On or near Benezet Street,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-25T01:30:00+00:00,False,,"51.965386, 1.334074",51.965386,1.334074,1133847,On or near Selvale Way,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-25T13:15:00+00:00,False,,"52.069491, 1.133466",52.069491,1.133466,1136724,On or near Brookfield Road,Male,25-34,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-25T13:15:00+00:00,False,,"52.069420, 1.135446",52.069420,1.135446,1136713,On or near Springfield Lane,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False
Person search,True,2022-01-25T18:25:00+00:00,False,,"52.206467, 1.573569",52.206467,1.573569,1139651,On or near Sports/Recreation Area,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-25T18:32:00+00:00,False,,"52.343410, 0.512534",52.343410,0.512534,1141959,On or near King Street,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-25T19:14:00+00:00,False,,"52.079073, 1.127934",52.079073,1.127934,1137501,On or near Shakespeare Road,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-25T20:45:00+00:00,False,,"52.037308, 1.148072",52.037308,1.148072,1135016,On or near Sports/Recreation Area,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True
Person search,True,2022-01-25T20:45:00+00:00,False,,"52.037308, 1.148072",52.037308,1.148072,1135016,On or near Sports/Recreation Area,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,True
Person search,True,2022-01-25T21:45:00+00:00,False,,"52.241831, 0.692773",52.241831,0.692773,1140084,On or near Ashwell Road,Other,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False
Person search,True,2022-01-26T00:00:00+00:00,False,,"52.058341, 1.147203",52.058341,1.147203,1135639,On or near Pedestrian Subway,Female,25-34,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-26T00:00:00+00:00,False,,"52.474556, 1.749600",52.474556,1.749600,1143963,On or near Denmark Road,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-26T11:45:00+00:00,False,,"52.080341, 0.422489",52.080341,0.422489,1137139,On or near Old Rope Walk,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,True
Person search,True,2022-01-26T11:45:00+00:00,False,,"52.058341, 1.147203",52.058341,1.147203,1135639,On or near Pedestrian Subway,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-26T11:45:00+00:00,False,,"52.057461, 1.147812",52.057461,1.147812,1135676,On or near Civic Drive,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False
Person search,True,2022-01-26T12:00:00+00:00,False,,"52.057932, 1.148049",52.057932,1.148049,1135692,On or near Police Station,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-26T14:15:00+00:00,False,,"52.075918, 0.446330",52.075918,0.446330,1135456,On or near Beaumont Court,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True
Person search,True,2022-01-27T01:40:00+00:00,False,,"52.241831, 0.692773",52.241831,0.692773,1140084,On or near Ashwell Road,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
Person search,True,2022-01-27T02:28:00+00:00,False,,"52.327883, 0.733048",52.327883,0.733048,1141602,On or near Seven Hills Lane,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-27T09:30:00+00:00,False,,"52.034371, 1.191337",52.034371,1.191337,1134864,On or near Hurricane Place,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-27T11:17:00+00:00,False,,"51.962033, 1.325410",51.962033,1.325410,1133520,On or near Wesel Avenue,Male,,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False
Person search,True,2022-01-27T18:10:00+00:00,False,,"52.010621, 1.419558",52.010621,1.419558,1134278,On or near Sports/Recreation Area,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-27T18:50:00+00:00,False,,"52.082771, 0.438501",52.082771,0.438501,1137061,On or near Market Hill,Male,under 10,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-27T20:12:00+00:00,False,,"52.500999, 1.741167",52.500999,1.741167,1144440,On or near Stubbs Wood,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False
Person search,True,2022-01-27T20:12:00+00:00,False,,"52.500999, 1.741167",52.500999,1.741167,1144440,On or near Stubbs Wood,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False
Person search,True,2022-01-27T22:40:00+00:00,False,,"52.445460, 1.573971",52.445460,1.573971,1143451,On or near George Brown Way,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-28T01:45:00+00:00,False,,"51.959580, 1.341505",51.959580,1.341505,1133470,On or near Riby Road,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-28T06:11:00+00:00,False,,"52.064372, 1.138244",52.064372,1.138244,1136785,On or near Chevallier Street,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False
Person search,True,2022-01-28T11:10:00+00:00,False,,"52.054480, 1.152344",52.054480,1.152344,1135748,On or near Cutler Street,Female,25-34,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-28T12:40:00+00:00,False,,"52.245425, 0.712139",52.245425,0.712139,1140570,On or near Shopping Area,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Community resolution,True,False
Person search,True,2022-01-28T13:00:00+00:00,False,,"52.055961, 1.155483",52.055961,1.155483,1135747,On or near Dogs Head Street,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,False,False
Person search,True,2022-01-28T13:00:00+00:00,False,,"52.055961, 1.155483",52.055961,1.155483,1135747,On or near Dogs Head Street,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,False,False
Person search,True,2022-01-28T14:00:00+00:00,False,,"52.055961, 1.155483",52.055961,1.155483,1135747,On or near Dogs Head Street,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,False
Person search,True,2022-01-28T14:30:00+00:00,False,,"52.043510, 1.153919",52.043510,1.153919,1134963,On or near Cowell Street,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-28T16:49:00+00:00,False,,"52.043510, 1.153919",52.043510,1.153919,1134963,On or near Cowell Street,Female,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True
Person search,True,2022-01-28T18:00:00+00:00,False,,"52.980245, -0.308292",52.980245,-0.308292,896202,On or near Stirling Court,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False
Person search,True,2022-01-28T22:30:00+00:00,False,,"52.059883, 1.155467",52.059883,1.155467,1136699,On or near Neale Street,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,True,2022-01-29T00:15:00+00:00,False,,"52.246903, 0.711218",52.246903,0.711218,1140559,On or near St Andrew'S Street North,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False
Person search,True,2022-01-29T01:30:00+00:00,False,,"52.244773, 0.710780",52.244773,0.710780,1140550,On or near Nightclub,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T02:45:00+00:00,False,,"52.231519, 0.700892",52.231519,0.700892,1140034,On or near Horsecroft Road,Male,over 34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T02:46:00+00:00,False,,"52.139879, 0.519504",52.139879,0.519504,1138335,On or near Lancaster Way,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False
Person search,True,2022-01-29T10:25:00+00:00,False,,"52.050271, 1.146635",52.050271,1.146635,1135817,On or near Parking Area,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,True
Person search,True,2022-01-29T13:30:00+00:00,False,,"52.060508, 1.139126",52.060508,1.139126,1136778,On or near Prospect Street,Male,over 34,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False
Person search,True,2022-01-29T14:30:00+00:00,False,,"52.053668, 1.152097",52.053668,1.152097,1135829,On or near Greyfriars Road,Female,10-17,,Black,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,False
Person search,True,2022-01-29T15:35:00+00:00,False,,"52.060508, 1.139126",52.060508,1.139126,1136778,On or near Prospect Street,Male,25-34,,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,False,False
Person search,True,2022-01-29T18:45:00+00:00,False,,"52.050723, 1.144201",52.050723,1.144201,1135838,On or near Police Station,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False
